MainVertexSeq,VertexID,X,Y,Z,VertexDepth,MeshScalar
117,3304,11.8108,37.0724,-12.0643,2,99.8333
117,3118,11.9044,36.9869,-12.9492,1,99.5
117,3305,12.6432,37.1966,-12.2423,1,102.333
117,3491,11.681,37.2136,-11.2077,1,98.8333
117,3492,12.505,37.2897,-11.3921,1,102
117,3490,10.8096,37.1657,-11.0824,2,98.3333
117,3489,9.90133,37.1317,-11.0063,1,98
117,3678,10.5921,37.3947,-10.3147,1,99.8333
117,3679,11.52,37.4229,-10.3949,1,100.167
118,3366,9.13799,5.11398,-11.5049,0,113.8
118,3366,9.13799,5.11398,-11.5049,3,113.8
118,3363,8.33067,5.39216,-11.3206,2,111.75
118,3364,7.81726,5.03245,-10.3954,1,116.333
118,3365,7.632,5.44098,-10.8626,1,113.2
118,3367,8.85636,4.77163,-10.7386,1,113.125
118,3369,7.5018,5.84955,-11.3865,1,113.5
118,3184,7.88583,6.02018,-11.9686,1,109.833
118,3183,8.58083,5.75092,-12.1032,1,112
118,3185,9.13532,5.48261,-12.1236,1,106.833
118,3180,9.67819,5.21245,-12.1142,2,117
118,3179,9.96017,4.81809,-11.6783,1,119.143
118,3178,10.2594,5.09888,-12.4237,1,120.4
118,2998,9.94444,5.50847,-12.8863,1,108.857
119,3367,8.85636,4.77163,-10.7386,0,113.125
119,3367,8.85636,4.77163,-10.7386,3,113.125
119,3366,9.13799,5.11398,-11.5049,2,113.8
119,3363,8.33067,5.39216,-11.3206,1,111.75
119,3180,9.67819,5.21245,-12.1142,1,117
119,3179,9.96017,4.81809,-11.6783,1,119.143
119,3185,9.13532,5.48261,-12.1236,1,106.833
119,3364,7.81726,5.03245,-10.3954,2,116.333
119,3365,7.632,5.44098,-10.8626,1,113.2
119,3554,6.987,5.41238,-10.3602,1,109
119,3555,6.91342,4.91033,-9.6015,1,114.857
119,3557,7.86377,4.56898,-9.73449,1,108.857
119,3368,9.92375,4.47339,-11.0383,2,108.167
119,3361,10.6485,4.19876,-11.1102,1,118
119,3181,10.8448,4.49213,-11.8366,1,112.429
119,3548,9.48889,4.23237,-10.3011,1,112.667
119,3551,10.2374,4.05245,-10.5332,1,114
119,3550,8.73209,4.3731,-10.0142,2,110.4
119,3549,9.15346,3.95049,-9.61491,1,112
119,3747,8.38671,4.15974,-9.44825,1,110
120,3377,6.05805,6.31756,-11.053,0,108
120,3377,6.05805,6.31756,-11.053,3,108
120,3187,6.04464,6.73,-11.6779,2,115.429
120,3186,6.19496,7.11511,-12.3718,1,115
120,3188,5.57854,7.19356,-12.0431,1,114.4
120,3000,7.0108,6.8424,-12.5943,1,116.143
120,3189,7.00382,6.36873,-11.8311,1,109.429
120,3375,5.16788,6.99483,-11.4676,1,116.4
120,3376,4.96397,6.5839,-10.7364,1,117.5
120,3371,6.76268,5.97488,-11.0281,2,108.333
120,3370,7.19613,5.67876,-10.8916,1,109.75
120,3369,7.5018,5.84955,-11.3865,1,113.5
120,3561,6.25139,5.82772,-10.4524,1,103.333
120,3554,6.987,5.41238,-10.3602,1,109
120,3558,5.51306,6.10886,-10.3772,2,112.167
120,3559,5.29057,5.81391,-9.81784,1,108.5
120,3560,4.77503,6.07649,-9.88408,1,112.333
120,3562,5.78467,5.61812,-9.85347,1,105.667
121,3489,9.90133,37.1317,-11.0063,0,98
121,3489,9.90133,37.1317,-11.0063,3,98
121,3301,9.22712,36.8853,-11.7182,2,99.8333
121,3114,8.52141,36.6179,-12.4972,1,100.625
121,3115,9.46687,36.7394,-12.4411,1,100.6
121,3300,8.4183,36.8511,-11.6161,1,101.4
121,3302,10.118,36.9419,-11.7747,1,98.6667
121,3488,8.98695,37.1038,-10.9487,1,99.1667
121,3490,10.8096,37.1657,-11.0824,2,98.3333
121,3303,10.9679,36.9933,-11.9043,1,98.1667
121,3491,11.681,37.2136,-11.2077,1,98.8333
121,3678,10.5921,37.3947,-10.3147,1,99.8333
121,3679,11.52,37.4229,-10.3949,1,100.167
121,3677,9.64222,37.3776,-10.2676,2,99.3333
121,3676,8.6685,37.3554,-10.2508,1,98.3333
121,3687,9.33897,37.6641,-9.5701,1,100.667
121,3688,10.323,37.6719,-9.59105,1,102
122,3490,10.8096,37.1657,-11.0824,0,98.3333
122,3490,10.8096,37.1657,-11.0824,3,98.3333
122,3302,10.118,36.9419,-11.7747,2,98.6667
122,3115,9.46687,36.7394,-12.4411,1,100.6
122,3116,10.2434,36.7923,-12.6092,1,99.1667
122,3301,9.22712,36.8853,-11.7182,1,99.8333
122,3303,10.9679,36.9933,-11.9043,1,98.1667
122,3489,9.90133,37.1317,-11.0063,1,98
122,3491,11.681,37.2136,-11.2077,2,98.8333
122,3304,11.8108,37.0724,-12.0643,1,99.8333
